car_directory,cars,total,cars_70,cars_90,brand,model,year,brand_and_model,span_years,gap,cars_brand_model,cars_brand_model_70
seat_toledo_2018,67,205,67,64,seat,toledo,2018,seat_toledo,18,6,1280,1258
opel_zafira_2003,156,318,155,152,opel,zafira,2003,opel_zafira,18,0,2137,2116
mercedes-benz_ml-320_2005,92,207,91,86,mercedes-benz,ml-320,2005,mercedes-benz_ml-320,10,2,798,793
volkswagen_transporter_2011,176,347,173,161,volkswagen,transporter,2011,volkswagen_transporter,18,0,1842,1810
peugeot_2008_2014,103,251,99,92,peugeot,2008,2014,peugeot_2008,6,0,651,634
suzuki_sx4-s-cross_2018,91,256,90,87,suzuki,sx4-s-cross,2018,suzuki_sx4-s-cross,6,0,561,558
opel_vectra_2006,183,413,180,176,opel,vectra,2006,opel_vectra,9,0,1274,1259
seat_mii_2014,92,239,89,89,seat,mii,2014,seat_mii,7,0,621,605
renault_clio_2001,99,243,97,91,renault,clio,2001,renault_clio,18,0,2174,2142
fiat_multipla_2003,64,137,60,56,fiat,multipla,2003,fiat_multipla,11,0,1149,1129
skoda_octavia_2002,158,358,157,157,skoda,octavia,2002,skoda_octavia,18,0,2297,2274
audi_a4-allroad_2011,94,218,91,87,audi,a4-allroad,2011,audi_a4-allroad,10,0,915,898
mercedes-benz_e-250_2012,101,206,99,99,mercedes-benz,e-250,2012,mercedes-benz_e-250,10,0,1072,1055
opel_agila_2004,177,343,177,176,opel,agila,2004,opel_agila,15,0,1680,1665
dacia_sandero_2014,148,387,148,146,dacia,sandero,2014,dacia_sandero,11,0,1366,1355
mini_cooper_2015,132,372,129,127,mini,cooper,2015,mini_cooper,18,0,2601,2552
mitsubishi_lancer_2014,121,268,120,118,mitsubishi,lancer,2014,mitsubishi_lancer,15,2,1693,1668
mercedes-benz_sl-500_2006,117,227,113,106,mercedes-benz,sl-500,2006,mercedes-benz_sl-500,13,6,872,847
citroen_c3-picasso_2016,121,315,120,118,citroen,c3-picasso,2016,citroen_c3-picasso,10,0,1088,1075
volkswagen_golf-gti_2009,199,342,198,187,volkswagen,golf-gti,2009,volkswagen_golf-gti,18,0,2393,2336
mercedes-benz_cl-500_2007,111,225,108,105,mercedes-benz,cl-500,2007,mercedes-benz_cl-500,9,3,622,605
volkswagen_t6-caravelle_2015,66,192,66,66,volkswagen,t6-caravelle,2015,volkswagen_t6-caravelle,4,0,313,309
subaru_levorg_2017,107,234,106,100,subaru,levorg,2017,subaru_levorg,3,0,270,267
skoda_rapid%2fspaceback_2016,77,227,77,76,skoda,rapid%2fspaceback,2016,skoda_rapid%2fspaceback,6,0,517,515
daihatsu_terios_2008,107,232,103,96,daihatsu,terios,2008,daihatsu_terios,7,0,682,669
audi_a6-allroad_2011,194,410,191,190,audi,a6-allroad,2011,audi_a6-allroad,18,0,1822,1786
mercedes-benz_e-200_2011,198,405,193,188,mercedes-benz,e-200,2011,mercedes-benz_e-200,18,0,2097,2062
volkswagen_fox_2010,125,216,123,118,volkswagen,fox,2010,volkswagen_fox,8,0,1018,1005
bmw_x3_2006,92,221,91,90,bmw,x3,2006,bmw_x3,15,0,1596,1574
audi_a6_2012,91,213,89,87,audi,a6,2012,audi_a6,18,0,1590,1565
mercedes-benz_c-200_2017,116,279,112,111,mercedes-benz,c-200,2017,mercedes-benz_c-200,18,0,2382,2346
audi_sq7_2018,87,252,85,81,audi,sq7,2018,audi_sq7,3,0,279,272
mercedes-benz_e-200_2013,96,228,93,88,mercedes-benz,e-200,2013,mercedes-benz_e-200,18,0,2097,2062
mercedes-benz_slk-250_2016,33,67,33,30,mercedes-benz,slk-250,2016,mercedes-benz_slk-250,6,0,606,599
opel_cascada_2013,127,260,126,124,opel,cascada,2013,opel_cascada,6,0,833,820
citroen_c2_2004,100,216,96,95,citroen,c2,2004,citroen_c2,8,0,1016,1001
volkswagen_phaeton_2006,120,268,117,113,volkswagen,phaeton,2006,volkswagen_phaeton,14,0,1320,1297
bmw_m6_2013,136,264,126,122,bmw,m6,2013,bmw_m6,12,5,776,748
mazda_mx-5_2012,124,228,117,115,mazda,mx-5,2012,mazda_mx-5,18,0,2864,2800
bmw_318_2003,105,199,102,99,bmw,318,2003,bmw_318,18,0,2245,2216
jaguar_xf_2018,87,236,85,76,jaguar,xf,2018,jaguar_xf,11,0,1176,1162
skoda_superb_2018,106,251,104,102,skoda,superb,2018,skoda_superb,16,0,1675,1654
renault_clio_2009,101,232,101,100,renault,clio,2009,renault_clio,18,0,2174,2142
mercedes-benz_c-400_2015,108,253,105,96,mercedes-benz,c-400,2015,mercedes-benz_c-400,4,0,379,365
hyundai_i30_2017,133,342,133,131,hyundai,i30,2017,hyundai_i30,12,0,1311,1291
audi_a8_2006,124,269,123,118,audi,a8,2006,audi_a8,18,1,1796,1769
peugeot_206_2013,36,85,36,36,peugeot,206,2013,peugeot_206,13,0,1916,1891
mercedes-benz_c-220_2007,172,384,170,162,mercedes-benz,c-220,2007,mercedes-benz_c-220,18,0,2673,2631
mercedes-benz_g-500_2018,113,245,110,99,mercedes-benz,g-500,2018,mercedes-benz_g-500,3,0,353,342
chrysler_sebring_2010,45,100,44,44,chrysler,sebring,2010,chrysler_sebring,9,3,578,569
volkswagen_crafter_2011,165,412,154,145,volkswagen,crafter,2011,volkswagen_crafter,12,0,1267,1214
mini_cooper-s-clubman_2010,99,196,98,94,mini,cooper-s-clubman,2010,mini_cooper-s-clubman,11,5,667,640
mercedes-benz_a-180_2008,84,206,84,83,mercedes-benz,a-180,2008,mercedes-benz_a-180,15,0,1746,1715
land-rover_freelander_2011,164,419,161,158,land-rover,freelander,2011,land-rover_freelander,15,0,1693,1647
mercedes-benz_sl-500_2013,118,236,108,101,mercedes-benz,sl-500,2013,mercedes-benz_sl-500,13,6,872,847
mercedes-benz_s-500_2009,127,288,127,123,mercedes-benz,s-500,2009,mercedes-benz_s-500,18,0,1870,1824
mercedes-benz_a-180_2010,96,237,94,89,mercedes-benz,a-180,2010,mercedes-benz_a-180,15,0,1746,1715
honda_civic_2016,119,252,115,108,honda,civic,2016,honda_civic,18,0,2569,2507
peugeot_5008_2017,107,279,106,101,peugeot,5008,2017,peugeot_5008,9,0,1097,1085
mitsubishi_outlander_2018,110,234,107,100,mitsubishi,outlander,2018,mitsubishi_outlander,15,0,1426,1409
volkswagen_golf-gti_2011,149,301,144,131,volkswagen,golf-gti,2011,volkswagen_golf-gti,18,0,2393,2336
dacia_sandero_2018,108,258,105,103,dacia,sandero,2018,dacia_sandero,11,0,1366,1355
peugeot_207_2013,97,214,97,96,peugeot,207,2013,peugeot_207,10,0,1244,1228
citroen_c5_2002,186,386,184,180,citroen,c5,2002,citroen_c5,18,0,2278,2247
bmw_730_2016,85,267,84,83,bmw,730,2016,bmw_730,16,0,1569,1551
audi_rs4_2014,102,275,102,97,audi,rs4,2014,audi_rs4,13,5,721,703
porsche_911_2001,124,274,124,119,porsche,911,2001,porsche_911,18,0,2167,2106
chrysler_grand-voyager_2007,122,279,121,118,chrysler,grand-voyager,2007,chrysler_grand-voyager,11,0,1066,1059
fiat_barchetta_2001,131,227,130,118,fiat,barchetta,2001,fiat_barchetta,2,0,228,221
suzuki_grand-vitara_2009,107,248,105,97,suzuki,grand-vitara,2009,suzuki_grand-vitara,14,0,1697,1664
volkswagen_cc_2015,186,469,182,177,volkswagen,cc,2015,volkswagen_cc,6,0,601,590
mazda_3_2016,112,252,110,109,mazda,3,2016,mazda_3,15,0,1690,1665
renault_kangoo_2016,88,254,88,86,renault,kangoo,2016,renault_kangoo,18,0,1931,1900
kia_venga_2010,89,260,87,86,kia,venga,2010,kia_venga,9,0,947,937
dacia_lodgy_2013,99,226,98,90,dacia,lodgy,2013,dacia_lodgy,7,0,773,767
ssangyong_tivoli_2017,108,250,108,103,ssangyong,tivoli,2017,ssangyong_tivoli,4,0,417,416
subaru_legacy_2009,155,340,155,153,subaru,legacy,2009,subaru_legacy,9,0,962,952
skoda_fabia_2018,83,222,81,78,skoda,fabia,2018,skoda_fabia,18,0,1894,1874
citroen_c4-picasso_2012,80,201,79,78,citroen,c4-picasso,2012,citroen_c4-picasso,12,0,1412,1394
honda_cr-z_2012,73,172,71,71,honda,cr-z,2012,honda_cr-z,3,0,245,239
mini_cooper_2002,186,398,180,170,mini,cooper,2002,mini_cooper,18,0,2601,2552
citroen_grand-c4-picasso_2018,93,285,92,89,citroen,grand-c4-picasso,2018,citroen_grand-c4-picasso,12,0,1340,1329
volkswagen_transporter_2018,133,365,132,131,volkswagen,transporter,2018,volkswagen_transporter,18,0,1842,1810
fiat_scudo_2009,178,399,175,171,fiat,scudo,2009,fiat_scudo,16,1,1688,1667
kia_sportage_2005,185,399,184,181,kia,sportage,2005,kia_sportage,18,3,1485,1472
peugeot_expert_2013,68,214,67,65,peugeot,expert,2013,peugeot_expert,14,1,1537,1526
audi_a1_2016,94,224,94,93,audi,a1,2016,audi_a1,9,0,1012,1003
nissan_nv200_2011,139,282,137,135,nissan,nv200,2011,nissan_nv200,8,0,950,943
peugeot_1007_2007,183,379,182,178,peugeot,1007,2007,peugeot_1007,5,0,834,822
mini_cooper-s-cabrio_2012,117,235,114,108,mini,cooper-s-cabrio,2012,mini_cooper-s-cabrio,14,0,1719,1674
hyundai_galloper_2001,45,87,42,38,hyundai,galloper,2001,hyundai_galloper,1,0,45,42
mercedes-benz_s-350_2007,111,288,109,108,mercedes-benz,s-350,2007,mercedes-benz_s-350,14,0,1350,1318
jeep_patriot_2008,88,186,85,79,jeep,patriot,2008,jeep_patriot,4,0,414,408
alfa-romeo_gt_2005,182,356,181,169,alfa-romeo,gt,2005,alfa-romeo_gt,7,0,847,838
bmw_328_2001,22,42,20,18,bmw,328,2001,bmw_328,16,10,489,478
mazda_3_2014,77,203,76,74,mazda,3,2014,mazda_3,15,0,1690,1665
audi_a3_2014,107,261,103,98,audi,a3,2014,audi_a3,18,1,1578,1548
mercedes-benz_e-350_2018,94,263,90,86,mercedes-benz,e-350,2018,mercedes-benz_e-350,13,2,1361,1327
ferrari_488_2017,128,281,126,115,ferrari,488,2017,ferrari_488,3,0,474,454
mercedes-benz_a-170_2002,93,221,92,91,mercedes-benz,a-170,2002,mercedes-benz_a-170,10,0,983,971
mitsubishi_lancer_2008,179,384,176,172,mitsubishi,lancer,2008,mitsubishi_lancer,15,2,1693,1668
porsche_911_2017,138,295,129,123,porsche,911,2017,porsche_911,18,0,2167,2106
citroen_c8_2010,84,203,83,80,citroen,c8,2010,citroen_c8,11,0,1198,1179
mercedes-benz_sl-350_2012,126,243,123,114,mercedes-benz,sl-350,2012,mercedes-benz_sl-350,12,1,1487,1465
hyundai_tucson_2017,116,278,115,114,hyundai,tucson,2017,hyundai_tucson,15,3,1237,1224
opel_astra_2008,214,406,213,203,opel,astra,2008,opel_astra,18,0,2631,2590
opel_astra_2014,110,242,106,103,opel,astra,2014,opel_astra,18,0,2631,2590
land-rover_discovery-sport_2017,106,296,104,100,land-rover,discovery-sport,2017,land-rover_discovery-sport,4,0,483,477
jaguar_xj_2016,111,273,110,108,jaguar,xj,2016,jaguar_xj,15,0,1628,1588
mitsubishi_asx_2014,179,468,174,167,mitsubishi,asx,2014,mitsubishi_asx,9,0,947,933
porsche_911_2016,104,254,97,88,porsche,911,2016,porsche_911,18,0,2167,2106
mercedes-benz_clk-240_2004,144,291,142,136,mercedes-benz,clk-240,2004,mercedes-benz_clk-240,3,0,371,366
kia_carnival_2004,149,361,148,146,kia,carnival,2004,kia_carnival,7,0,849,839
ford_transit-courier_2015,99,207,99,96,ford,transit-courier,2015,ford_transit-courier,4,0,430,427
chevrolet_matiz_2010,113,214,112,111,chevrolet,matiz,2010,chevrolet_matiz,7,0,942,932
nissan_pathfinder_2012,136,272,136,132,nissan,pathfinder,2012,nissan_pathfinder,10,1,822,818
bmw_528_2012,91,284,90,87,bmw,528,2012,bmw_528,7,0,652,643
mercedes-benz_cls-500_2006,80,188,80,79,mercedes-benz,cls-500,2006,mercedes-benz_cls-500,11,7,368,359
mercedes-benz_c-300_2011,100,240,100,98,mercedes-benz,c-300,2011,mercedes-benz_c-300,8,1,614,603
mercedes-benz_c-220_2018,67,214,64,63,mercedes-benz,c-220,2018,mercedes-benz_c-220,18,0,2673,2631
suzuki_liana_2003,84,210,84,82,suzuki,liana,2003,suzuki_liana,3,0,294,287
citroen_c4-spacetourer_2018,142,362,140,132,citroen,c4-spacetourer,2018,citroen_c4-spacetourer,1,0,142,140
mercedes-benz_gl-350_2016,94,284,93,91,mercedes-benz,gl-350,2016,mercedes-benz_gl-350,6,0,659,654
citroen_c3-aircross_2018,87,265,86,82,citroen,c3-aircross,2018,citroen_c3-aircross,2,0,208,204
renault_laguna_2005,183,383,179,177,renault,laguna,2005,renault_laguna,16,0,2076,2052
mini_cooper-s_2007,174,389,171,160,mini,cooper-s,2007,mini_cooper-s,17,0,1931,1891
audi_s3_2002,85,180,82,77,audi,s3,2002,audi_s3,18,4,1654,1616
volkswagen_polo-cross_2013,91,196,91,91,volkswagen,polo-cross,2013,volkswagen_polo-cross,11,1,927,917
volkswagen_passat-alltrack_2014,76,224,74,74,volkswagen,passat-alltrack,2014,volkswagen_passat-alltrack,7,0,648,634
fiat_punto_2007,163,380,162,155,fiat,punto,2007,fiat_punto,18,0,2405,2367
audi_s6_2015,104,267,102,102,audi,s6,2015,audi_s6,18,9,780,762
mercedes-benz_cla-250_2016,100,244,99,92,mercedes-benz,cla-250,2016,mercedes-benz_cla-250,5,0,492,475
mercedes-benz_cla-250_2017,79,233,75,70,mercedes-benz,cla-250,2017,mercedes-benz_cla-250,5,0,492,475
alfa-romeo_156_2002,107,205,106,104,alfa-romeo,156,2002,alfa-romeo_156,7,0,895,882
nissan_navara_2008,176,379,170,163,nissan,navara,2008,nissan_navara,14,0,1672,1640
bmw_m5_2018,80,251,76,68,bmw,m5,2018,bmw_m5,13,4,911,893
mercedes-benz_clk-200_2009,107,217,107,107,mercedes-benz,clk-200,2009,mercedes-benz_clk-200,9,0,1208,1190
nissan_murano_2005,94,239,93,91,nissan,murano,2005,nissan_murano,10,0,931,921
mercedes-benz_citan_2013,91,241,91,87,mercedes-benz,citan,2013,mercedes-benz_citan,6,0,470,465
mercedes-benz_sls_2010,153,249,152,150,mercedes-benz,sls,2010,mercedes-benz_sls,5,0,758,736
volkswagen_passat-alltrack_2012,149,410,147,145,volkswagen,passat-alltrack,2012,volkswagen_passat-alltrack,7,0,648,634
mercedes-benz_s-500_2007,88,210,84,80,mercedes-benz,s-500,2007,mercedes-benz_s-500,18,0,1870,1824
mercedes-benz_s-500_2006,103,223,101,93,mercedes-benz,s-500,2006,mercedes-benz_s-500,18,0,1870,1824
alfa-romeo_mito_2017,98,248,97,95,alfa-romeo,mito,2017,alfa-romeo_mito,11,0,1309,1291
mercedes-benz_a-200_2007,114,239,113,113,mercedes-benz,a-200,2007,mercedes-benz_a-200,14,0,1597,1564
volkswagen_golf-gti_2014,108,210,107,104,volkswagen,golf-gti,2014,volkswagen_golf-gti,18,0,2393,2336
audi_a7_2012,112,248,112,111,audi,a7,2012,audi_a7,9,0,907,883
fiat_qubo_2013,110,250,109,106,fiat,qubo,2013,fiat_qubo,10,0,1339,1326
bmw_125_2012,114,260,114,114,bmw,125,2012,bmw_125,11,2,1076,1058
jeep_wrangler_2016,108,245,101,86,jeep,wrangler,2016,jeep_wrangler,18,1,1824,1724
bmw_650_2015,89,232,88,88,bmw,650,2015,bmw_650,10,2,888,868
mini_cooper-s-clubman_2017,99,242,95,91,mini,cooper-s-clubman,2017,mini_cooper-s-clubman,11,5,667,640
volkswagen_scirocco_2010,174,345,170,163,volkswagen,scirocco,2010,volkswagen_scirocco,11,0,1481,1458
audi_a4_2005,98,182,95,85,audi,a4,2005,audi_a4,18,0,1589,1549
peugeot_1007_2005,169,347,166,160,peugeot,1007,2005,peugeot_1007,5,0,834,822
smart_fortwo_2016,128,275,126,120,smart,fortwo,2016,smart_fortwo,18,0,2410,2349
bmw_120_2005,168,388,166,159,bmw,120,2005,bmw_120,15,0,2194,2159
mercedes-benz_clk-200_2003,167,377,167,164,mercedes-benz,clk-200,2003,mercedes-benz_clk-200,9,0,1208,1190
bmw_x1_2016,109,224,108,106,bmw,x1,2016,bmw_x1,10,0,1012,1006
renault_scenic_2008,158,362,155,153,renault,scenic,2008,renault_scenic,18,0,2192,2163
renault_grand-scenic_2008,105,246,104,104,renault,grand-scenic,2008,renault_grand-scenic,15,0,1710,1701
peugeot_206_2006,167,338,165,160,peugeot,206,2006,peugeot_206,13,0,1916,1891
mini_cooper-s_2016,70,197,66,64,mini,cooper-s,2016,mini_cooper-s,17,0,1931,1891
mitsubishi_l200_2016,99,202,95,92,mitsubishi,l200,2016,mitsubishi_l200,18,0,1943,1907
seat_altea-xl_2016,27,54,26,26,seat,altea-xl,2016,seat_altea-xl,10,0,1025,1013
mercedes-benz_b-180_2014,206,466,199,193,mercedes-benz,b-180,2014,mercedes-benz_b-180,14,0,1822,1795
volkswagen_passat-cc_2008,104,231,104,102,volkswagen,passat-cc,2008,volkswagen_passat-cc,8,0,798,786
honda_cr-v_2016,87,209,87,86,honda,cr-v,2016,honda_cr-v,18,1,1716,1692
audi_s8_2007,113,251,111,108,audi,s8,2007,audi_s8,11,5,604,590
peugeot_rcz_2014,111,217,109,102,peugeot,rcz,2014,peugeot_rcz,7,0,820,802
daihatsu_cuore_2008,105,229,103,100,daihatsu,cuore,2008,daihatsu_cuore,9,0,883,872
mercedes-benz_gle-350_2016,93,247,89,85,mercedes-benz,gle-350,2016,mercedes-benz_gle-350,4,0,372,365
mercedes-benz_cls-450_2018,79,205,75,72,mercedes-benz,cls-450,2018,mercedes-benz_cls-450,1,0,79,75
mercedes-benz_200_2008,133,244,133,133,mercedes-benz,200,2008,mercedes-benz_200,18,2,1862,1852
volkswagen_sharan_2017,86,240,85,84,volkswagen,sharan,2017,volkswagen_sharan,18,0,2091,2055
dacia_logan_2013,104,217,104,104,dacia,logan,2013,dacia_logan,13,0,1765,1747
land-rover_range-rover-sport_2007,98,226,97,93,land-rover,range-rover-sport,2007,land-rover_range-rover-sport,14,0,1567,1546
porsche_cayenne_2017,68,249,65,63,porsche,cayenne,2017,porsche_cayenne,16,0,1694,1674
porsche_panamera_2016,99,272,93,87,porsche,panamera,2016,porsche_panamera,10,0,1116,1084
mercedes-benz_gl-350_2014,89,258,89,85,mercedes-benz,gl-350,2014,mercedes-benz_gl-350,6,0,659,654
kia_sportage_2011,105,273,105,104,kia,sportage,2011,kia_sportage,18,3,1485,1472
nissan_juke_2014,76,211,76,74,nissan,juke,2014,nissan_juke,9,0,1120,1103
bmw_328_2014,94,257,92,89,bmw,328,2014,bmw_328,16,10,489,478
volkswagen_t5-kombi_2014,88,240,87,87,volkswagen,t5-kombi,2014,volkswagen_t5-kombi,12,0,1043,1032
mini_cooper-d-clubman_2009,153,381,150,143,mini,cooper-d-clubman,2009,mini_cooper-d-clubman,11,0,1109,1084
citroen_ds5_2012,82,212,82,79,citroen,ds5,2012,citroen_ds5,7,0,611,602
suzuki_jimny_2003,97,219,92,86,suzuki,jimny,2003,suzuki_jimny,18,0,2602,2499
seat_altea_2012,108,280,108,107,seat,altea,2012,seat_altea,12,0,1289,1272
opel_astra_2015,99,244,99,98,opel,astra,2015,opel_astra,18,0,2631,2590
audi_a3_2013,89,182,87,81,audi,a3,2013,audi_a3,18,1,1578,1548
bmw_140_2017,166,411,161,159,bmw,140,2017,bmw_140,2,0,242,233
mercedes-benz_g-63-amg_2016,98,256,93,82,mercedes-benz,g-63-amg,2016,mercedes-benz_g-63-amg,5,0,476,454
hyundai_h-350_2017,91,254,91,89,hyundai,h-350,2017,hyundai_h-350,3,0,316,311
nissan_qashqai+2_2012,87,261,84,84,nissan,qashqai+2,2012,nissan_qashqai+2,6,0,620,614
lexus_ct-200h_2013,67,225,67,65,lexus,ct-200h,2013,lexus_ct-200h,8,0,783,774
volkswagen_golf_2007,98,220,92,88,volkswagen,golf,2007,volkswagen_golf,18,0,2748,2694
seat_leon_2014,151,361,151,150,seat,leon,2014,seat_leon,18,0,2467,2426
bmw_120_2008,107,204,106,97,bmw,120,2008,bmw_120,15,0,2194,2159
citroen_c3_2006,139,292,138,134,citroen,c3,2006,citroen_c3,17,0,2272,2249
kia_venga_2013,127,276,126,126,kia,venga,2013,kia_venga,9,0,947,937
toyota_prius_2013,74,250,73,72,toyota,prius,2013,toyota_prius,13,0,1405,1381
fiat_punto_2014,169,387,166,164,fiat,punto,2014,fiat_punto,18,0,2405,2367
mercedes-benz_slk-200_2006,203,385,198,195,mercedes-benz,slk-200,2006,mercedes-benz_slk-200,15,0,2178,2119
bmw_118_2011,195,426,193,189,bmw,118,2011,bmw_118,15,0,1928,1900
mercedes-benz_cls-220_2018,22,57,21,20,mercedes-benz,cls-220,2018,mercedes-benz_cls-220,4,0,335,327
mini_cooper-d-paceman_2014,182,400,179,172,mini,cooper-d-paceman,2014,mini_cooper-d-paceman,3,0,373,370
volkswagen_beetle_2016,103,267,100,95,volkswagen,beetle,2016,volkswagen_beetle,18,7,1025,1002
mercedes-benz_250_2017,86,217,86,84,mercedes-benz,250,2017,mercedes-benz_250,4,0,411,406
mercedes-benz_c-180_2016,103,255,103,103,mercedes-benz,c-180,2016,mercedes-benz_c-180,18,0,2154,2127
citroen_c5_2012,102,239,102,101,citroen,c5,2012,citroen_c5,18,0,2278,2247
dacia_lodgy_2016,83,228,83,81,dacia,lodgy,2016,dacia_lodgy,7,0,773,767
opel_vectra_2008,121,279,121,120,opel,vectra,2008,opel_vectra,9,0,1274,1259
land-rover_defender_2010,101,255,95,82,land-rover,defender,2010,land-rover_defender,17,0,1800,1702
toyota_corolla_2005,287,643,287,287,toyota,corolla,2005,toyota_corolla,10,0,1201,1191
mercedes-benz_gla-250_2014,93,258,89,80,mercedes-benz,gla-250,2014,mercedes-benz_gla-250,5,0,397,382
bmw_120_2018,108,243,104,98,bmw,120,2018,bmw_120,15,0,2194,2159
skoda_fabia_2013,101,230,99,98,skoda,fabia,2013,skoda_fabia,18,0,1894,1874
nissan_370z_2014,140,240,139,125,nissan,370z,2014,nissan_370z,8,0,916,907
skoda_rapid%2fspaceback_2015,93,239,93,91,skoda,rapid%2fspaceback,2015,skoda_rapid%2fspaceback,6,0,517,515
seat_leon_2005,194,386,191,185,seat,leon,2005,seat_leon,18,0,2467,2426
volkswagen_golf_2003,110,240,109,106,volkswagen,golf,2003,volkswagen_golf,18,0,2748,2694
jeep_wrangler_2003,103,218,101,94,jeep,wrangler,2003,jeep_wrangler,18,1,1824,1724
mercedes-benz_cls-63-amg_2012,132,275,128,125,mercedes-benz,cls-63-amg,2012,mercedes-benz_cls-63-amg,4,0,460,450
nissan_x-trail_2006,183,401,181,174,nissan,x-trail,2006,nissan_x-trail,17,0,1930,1918
mercedes-benz_s-500_2002,101,227,98,95,mercedes-benz,s-500,2002,mercedes-benz_s-500,18,0,1870,1824
ford_mustang_2006,206,389,199,189,ford,mustang,2006,ford_mustang,14,0,1945,1893
volkswagen_crafter_2014,126,392,112,99,volkswagen,crafter,2014,volkswagen_crafter,12,0,1267,1214
volkswagen_others_2010,156,386,149,142,volkswagen,others,2010,volkswagen_others,18,1,1845,1802
bmw_120_2013,73,211,72,69,bmw,120,2013,bmw_120,15,0,2194,2159
kia_sportage_2007,91,235,90,90,kia,sportage,2007,kia_sportage,18,3,1485,1472
mercedes-benz_cls-500_2005,107,218,101,98,mercedes-benz,cls-500,2005,mercedes-benz_cls-500,11,7,368,359
mercedes-benz_ml-280_2007,100,222,99,99,mercedes-benz,ml-280,2007,mercedes-benz_ml-280,5,0,420,414
audi_q2_2018,142,407,141,134,audi,q2,2018,audi_q2,3,0,347,345
mercedes-benz_clk-200_2001,102,228,100,98,mercedes-benz,clk-200,2001,mercedes-benz_clk-200,9,0,1208,1190
alfa-romeo_159_2009,113,216,111,110,alfa-romeo,159,2009,alfa-romeo_159,8,0,812,794
bmw_535_2005,181,404,180,169,bmw,535,2005,bmw_535,13,0,1356,1333
audi_tts_2008,115,220,113,111,audi,tts,2008,audi_tts,11,1,1111,1079
fiat_doblo_2013,180,417,178,173,fiat,doblo,2013,fiat_doblo,18,0,2413,2381
volkswagen_sharan_2006,188,400,186,181,volkswagen,sharan,2006,volkswagen_sharan,18,0,2091,2055
peugeot_boxer_2011,189,408,185,172,peugeot,boxer,2011,peugeot_boxer,15,0,1723,1670
porsche_cayenne_2018,95,231,93,88,porsche,cayenne,2018,porsche_cayenne,16,0,1694,1674
mercedes-benz_gl-320_2008,78,214,76,72,mercedes-benz,gl-320,2008,mercedes-benz_gl-320,3,0,361,358
jeep_renegade_2016,96,229,96,93,jeep,renegade,2016,jeep_renegade,5,0,550,543
opel_meriva_2005,203,413,198,195,opel,meriva,2005,opel_meriva,16,0,1912,1871
ford_mondeo_2008,85,244,85,81,ford,mondeo,2008,ford_mondeo,18,0,2086,2064
ford_c-max_2016,101,245,100,99,ford,c-max,2016,ford_c-max,15,0,1510,1492
audi_s1_2016,99,243,98,96,audi,s1,2016,audi_s1,5,0,527,514
seat_mii_2018,73,210,72,71,seat,mii,2018,seat_mii,7,0,621,605
citroen_xsara-picasso_2009,165,390,164,162,citroen,xsara-picasso,2009,citroen_xsara-picasso,10,0,1440,1429
mercedes-benz_e-300_2016,56,134,56,56,mercedes-benz,e-300,2016,mercedes-benz_e-300,9,0,1016,992
skoda_fabia_2008,85,214,84,81,skoda,fabia,2008,skoda_fabia,18,0,1894,1874
bmw_530_2005,115,279,111,107,bmw,530,2005,bmw_530,18,0,1958,1919
mercedes-benz_ml-350_2011,109,266,109,108,mercedes-benz,ml-350,2011,mercedes-benz_ml-350,11,1,900,894
kia_cee'd-sportswagon_2015,108,259,108,106,kia,cee'd-sportswagon,2015,kia_cee'd-sportswagon,11,0,1181,1165
renault_laguna_2006,170,370,169,167,renault,laguna,2006,renault_laguna,16,0,2076,2052
bmw_316_2014,115,255,114,110,bmw,316,2014,bmw_316,18,2,1780,1744
bmw_216_2015,86,249,86,82,bmw,216,2015,bmw_216,4,0,355,350
bmw_m3_2009,99,203,98,94,bmw,m3,2009,bmw_m3,18,1,1834,1777
suzuki_swift_2015,107,241,104,100,suzuki,swift,2015,suzuki_swift,18,3,1626,1600
volkswagen_t4_2004,12,28,12,12,volkswagen,t4,2004,volkswagen_t4,4,0,349,334
kia_venga_2015,109,253,109,107,kia,venga,2015,kia_venga,9,0,947,937
alfa-romeo_mito_2010,141,325,141,137,alfa-romeo,mito,2010,alfa-romeo_mito,11,0,1309,1291
mini_cooper-d_2014,89,257,88,84,mini,cooper-d,2014,mini_cooper-d,12,0,1354,1340
audi_q3_2012,97,232,97,95,audi,q3,2012,audi_q3,8,0,810,798
fiat_sedici_2006,92,213,91,89,fiat,sedici,2006,fiat_sedici,9,0,1178,1169
kia_carnival_2008,112,253,112,110,kia,carnival,2008,kia_carnival,7,0,849,839
mercedes-benz_e-63-amg_2008,72,142,70,70,mercedes-benz,e-63-amg,2008,mercedes-benz_e-63-amg,12,2,1010,984
audi_a7_2018,116,288,107,99,audi,a7,2018,audi_a7,9,0,907,883
mercedes-benz_slc-43-amg_2017,107,260,100,91,mercedes-benz,slc-43-amg,2017,mercedes-benz_slc-43-amg,2,0,181,171
mercedes-benz_cla-180_2014,94,279,91,88,mercedes-benz,cla-180,2014,mercedes-benz_cla-180,6,0,601,581
citroen_c4-picasso_2007,152,346,150,139,citroen,c4-picasso,2007,citroen_c4-picasso,12,0,1412,1394
mercedes-benz_gle-350_2017,94,264,93,91,mercedes-benz,gle-350,2017,mercedes-benz_gle-350,4,0,372,365
hyundai_tucson_2010,94,218,94,92,hyundai,tucson,2010,hyundai_tucson,15,3,1237,1224
