car_directory,cars,total,cars_70,cars_90,brand,model,year,brand_and_model,span_years,gap,cars_brand_model,cars_brand_model_70
mercedes-benz_e-350_2010,199,429,194,187,mercedes-benz,e-350,2010,mercedes-benz_e-350,13,2,1361,1327
ford_mondeo_2013,102,235,100,96,ford,mondeo,2013,ford_mondeo,18,0,2086,2064
abarth_124-spider_2016,123,243,121,116,abarth,124-spider,2016,abarth_124-spider,3,0,344,331
porsche_cayman_2013,107,217,106,99,porsche,cayman,2013,porsche_cayman,13,0,1536,1499
audi_tt-rs_2018,91,264,84,80,audi,tt-rs,2018,audi_tt-rs,9,2,766,741
volkswagen_golf_2001,173,341,170,166,volkswagen,golf,2001,volkswagen_golf,18,0,2748,2694
mini_cooper_2006,165,334,164,161,mini,cooper,2006,mini_cooper,18,0,2601,2552
porsche_boxster_2002,108,223,107,103,porsche,boxster,2002,porsche_boxster,18,0,2389,2329
audi_a6_2016,96,277,96,94,audi,a6,2016,audi_a6,18,0,1590,1565
bmw_214_2017,142,378,141,140,bmw,214,2017,bmw_214,4,0,442,439
bmw_645_2004,129,204,127,124,bmw,645,2004,bmw_645,3,0,388,378
citroen_c3_2010,102,246,100,95,citroen,c3,2010,citroen_c3,17,0,2272,2249
alfa-romeo_159_2012,109,238,105,105,alfa-romeo,159,2012,alfa-romeo_159,8,0,812,794
fiat_sedici_2012,94,220,94,91,fiat,sedici,2012,fiat_sedici,9,0,1178,1169
nissan_murano_2007,64,153,64,62,nissan,murano,2007,nissan_murano,10,0,931,921
mercedes-benz_v-250_2017,73,289,73,65,mercedes-benz,v-250,2017,mercedes-benz_v-250,5,0,412,404
dodge_ram_2017,197,411,193,183,dodge,ram,2017,dodge_ram,16,0,2077,2025
mazda_cx-7_2009,97,224,96,95,mazda,cx-7,2009,mazda_cx-7,6,0,547,544
mercedes-benz_cla-200_2015,79,216,79,77,mercedes-benz,cla-200,2015,mercedes-benz_cla-200,6,0,524,515
mercedes-benz_slk-230_2001,114,206,110,106,mercedes-benz,slk-230,2001,mercedes-benz_slk-230,3,0,346,339
ssangyong_korando_2018,83,200,83,81,ssangyong,korando,2018,ssangyong_korando,8,0,791,790
bmw_x4-m_2016,122,329,122,116,bmw,x4-m,2016,bmw_x4-m,4,0,327,327
mercedes-benz_gla-45-amg_2015,108,252,104,98,mercedes-benz,gla-45-amg,2015,mercedes-benz_gla-45-amg,4,0,377,364
smart_city-coupé%2fcity-cabrio_2003,134,285,129,123,smart,city-coupé%2fcity-cabrio,2003,smart_city-coupé%2fcity-cabrio,5,0,518,499
peugeot_boxer_2016,74,207,72,69,peugeot,boxer,2016,peugeot_boxer,15,0,1723,1670
ford_galaxy_2011,168,427,167,162,ford,galaxy,2011,ford_galaxy,18,0,2008,1987
bmw_x6-m_2018,75,218,74,74,bmw,x6-m,2018,bmw_x6-m,6,0,512,507
nissan_primera_2002,122,242,120,119,nissan,primera,2002,nissan_primera,7,0,722,714
chevrolet_captiva_2008,89,217,87,81,chevrolet,captiva,2008,chevrolet_captiva,9,0,1016,1004
mercedes-benz_cls-63-amg_2014,109,248,108,97,mercedes-benz,cls-63-amg,2014,mercedes-benz_cls-63-amg,4,0,460,450
fiat_qubo_2014,157,350,156,153,fiat,qubo,2014,fiat_qubo,10,0,1339,1326
kia_pro_ceed_2009,184,405,184,179,kia,proceed,2009,kia_proceed,10,0,1061,1055
volkswagen_passat_2003,189,362,184,178,volkswagen,passat,2003,volkswagen_passat,18,0,2009,1979
ferrari_gtc4-lusso_2018,107,225,104,96,ferrari,gtc4-lusso,2018,ferrari_gtc4-lusso,2,0,215,210
renault_koleos_2008,113,243,112,111,renault,koleos,2008,renault_koleos,11,1,869,861
opel_karl_2018,72,235,72,67,opel,karl,2018,opel_karl,4,0,414,410
opel_insignia_2011,100,230,97,95,opel,insignia,2011,opel_insignia,10,0,1086,1073
volkswagen_tiguan_2017,80,286,80,78,volkswagen,tiguan,2017,volkswagen_tiguan,11,0,1037,1022
volkswagen_lupo_2001,109,220,109,103,volkswagen,lupo,2001,volkswagen_lupo,6,0,789,775
audi_a4_2001,76,174,74,73,audi,a4,2001,audi_a4,18,0,1589,1549
peugeot_508_2016,100,292,95,91,peugeot,508,2016,peugeot_508,8,0,891,884
mercedes-benz_c-220_2011,165,372,163,157,mercedes-benz,c-220,2011,mercedes-benz_c-220,18,0,2673,2631
ford_focus-cc_2007,129,231,127,126,ford,focus-cc,2007,ford_focus-cc,4,0,550,540
mercedes-benz_e-220_2010,112,220,111,110,mercedes-benz,e-220,2010,mercedes-benz_e-220,18,0,2475,2434
audi_a5_2009,225,401,221,211,audi,a5,2009,audi_a5,12,0,1739,1702
bmw_m3_2005,147,284,142,128,bmw,m3,2005,bmw_m3,18,1,1834,1777
renault_master_2009,140,364,132,122,renault,master,2009,renault_master,18,0,2111,2022
bmw_435_2014,114,257,110,106,bmw,435,2014,bmw_435,4,0,418,410
fiat_stilo_2002,158,360,158,149,fiat,stilo,2002,fiat_stilo,7,0,1039,1028
renault_captur_2017,109,249,106,98,renault,captur,2017,renault_captur,6,0,682,669
volkswagen_fox_2012,19,40,19,19,volkswagen,fox,2012,volkswagen_fox,8,0,1018,1005
peugeot_bipper_2009,161,315,160,158,peugeot,bipper,2009,peugeot_bipper,11,0,1391,1376
citroen_ds5_2018,67,214,63,57,citroen,ds5,2018,citroen_ds5,7,0,611,602
hyundai_atos_2007,125,240,122,120,hyundai,atos,2007,hyundai_atos,8,0,916,908
volkswagen_crafter_2008,91,224,89,81,volkswagen,crafter,2008,volkswagen_crafter,12,0,1267,1214
mercedes-benz_s-63-amg_2015,90,238,88,83,mercedes-benz,s-63-amg,2015,mercedes-benz_s-63-amg,5,0,532,505
volkswagen_golf_2012,188,386,185,171,volkswagen,golf,2012,volkswagen_golf,18,0,2748,2694
chevrolet_kalos_2005,91,209,90,88,chevrolet,kalos,2005,chevrolet_kalos,5,0,466,462
mini_cooper-d_2013,91,230,90,88,mini,cooper-d,2013,mini_cooper-d,12,0,1354,1340
saab_9-3_2007,145,261,144,139,saab,9-3,2007,saab_9-3,12,0,1486,1453
mercedes-benz_c-350_2008,89,213,89,85,mercedes-benz,c-350,2008,mercedes-benz_c-350,11,0,1091,1080
mercedes-benz_e-280_2004,78,148,76,69,mercedes-benz,e-280,2004,mercedes-benz_e-280,6,0,742,734
suzuki_jimny_2018,146,306,137,125,suzuki,jimny,2018,suzuki_jimny,18,0,2602,2499
renault_espace_2004,160,357,158,154,renault,espace,2004,renault_espace,18,0,2067,2042
mercedes-benz_cls-350_2012,119,247,118,117,mercedes-benz,cls-350,2012,mercedes-benz_cls-350,14,0,1589,1568
mercedes-benz_e-200_2010,139,238,134,127,mercedes-benz,e-200,2010,mercedes-benz_e-200,18,0,2097,2062
suzuki_splash_2013,91,236,91,85,suzuki,splash,2013,suzuki_splash,8,0,876,870
mercedes-benz_c-63-amg_2016,120,280,116,105,mercedes-benz,c-63-amg,2016,mercedes-benz_c-63-amg,11,0,1271,1240
bmw_x5_2018,69,223,69,65,bmw,x5,2018,bmw_x5,18,0,2031,2014
mini_cooper-s-countryman_2016,77,180,76,73,mini,cooper-s-countryman,2016,mini_cooper-s-countryman,9,0,993,972
alfa-romeo_147_2011,16,34,16,15,alfa-romeo,147,2011,alfa-romeo_147,11,0,1315,1283
caravans-wohnm_others_2012,62,180,57,52,caravans-wohnm,others,2012,caravans-wohnm_others,7,0,592,564
volkswagen_t5-caravelle_2007,182,403,182,180,volkswagen,t5-caravelle,2007,volkswagen_t5-caravelle,12,0,1238,1223
mercedes-benz_gla-180_2017,102,257,101,98,mercedes-benz,gla-180,2017,mercedes-benz_gla-180,4,0,375,367
skoda_roomster_2009,108,235,108,106,skoda,roomster,2009,skoda_roomster,9,0,908,901
mercedes-benz_v_2017,87,255,82,76,mercedes-benz,v,2017,mercedes-benz_v,3,0,210,204
mazda_cx-7_2011,113,245,113,110,mazda,cx-7,2011,mazda_cx-7,6,0,547,544
volkswagen_transporter_2001,79,192,77,74,volkswagen,transporter,2001,volkswagen_transporter,18,0,1842,1810
ford_fiesta_2004,96,204,96,94,ford,fiesta,2004,ford_fiesta,18,0,2469,2417
daewoo_kalos_2004,105,217,104,102,daewoo,kalos,2004,daewoo_kalos,3,0,317,312
mazda_premacy_2004,151,347,150,147,mazda,premacy,2004,mazda_premacy,5,0,601,597
hyundai_terracan_2005,96,203,94,90,hyundai,terracan,2005,hyundai_terracan,4,0,383,377
renault_clio_2002,98,209,96,91,renault,clio,2002,renault_clio,18,0,2174,2142
dacia_logan_2010,159,346,159,153,dacia,logan,2010,dacia_logan,13,0,1765,1747
renault_grand-scenic_2014,163,446,159,155,renault,grand-scenic,2014,renault_grand-scenic,15,0,1710,1701
fiat_bravo_2010,177,362,176,173,fiat,bravo,2010,fiat_bravo,15,5,1068,1045
kia_rio_2011,100,270,97,93,kia,rio,2011,kia_rio,17,0,1962,1936
subaru_legacy_2012,109,245,107,102,subaru,legacy,2012,subaru_legacy,9,0,962,952
abarth_595-competizione_2016,123,255,123,119,abarth,595-competizione,2016,abarth_595-competizione,6,0,640,628
audi_a6-allroad_2007,96,219,96,95,audi,a6-allroad,2007,audi_a6-allroad,18,0,1822,1786
fiat_scudo_2008,157,343,157,155,fiat,scudo,2008,fiat_scudo,16,1,1688,1667
volkswagen_golf_2014,105,237,104,97,volkswagen,golf,2014,volkswagen_golf,18,0,2748,2694
bmw_650_2012,130,260,128,123,bmw,650,2012,bmw_650,10,2,888,868
iveco_daily_2014,85,228,75,65,iveco,daily,2014,iveco_daily,18,0,1886,1725
bmw_316_2001,162,319,157,152,bmw,316,2001,bmw_316,18,2,1780,1744
citroen_c4-cactus_2016,148,409,144,137,citroen,c4-cactus,2016,citroen_c4-cactus,5,0,529,522
mitsubishi_lancer_2013,76,151,76,75,mitsubishi,lancer,2013,mitsubishi_lancer,15,2,1693,1668
ford_fiesta_2012,106,279,103,101,ford,fiesta,2012,ford_fiesta,18,0,2469,2417
fiat_ducato_2010,76,212,72,66,fiat,ducato,2010,fiat_ducato,18,0,1820,1739
bmw_520_2001,101,214,100,96,bmw,520,2001,bmw_520,18,0,2166,2122
fiat_panda_2011,165,362,165,159,fiat,panda,2011,fiat_panda,18,0,2587,2561
mercedes-benz_ml-320_2009,109,209,108,106,mercedes-benz,ml-320,2009,mercedes-benz_ml-320,10,2,798,793
mercedes-benz_v-220_2015,94,264,91,86,mercedes-benz,v-220,2015,mercedes-benz_v-220,18,12,524,516
mercedes-benz_e-220_2005,162,340,159,156,mercedes-benz,e-220,2005,mercedes-benz_e-220,18,0,2475,2434
dacia_logan_2011,167,324,167,163,dacia,logan,2011,dacia_logan,13,0,1765,1747
ford_tourneo_2016,99,251,99,96,ford,tourneo,2016,ford_tourneo,4,0,372,372
hyundai_matrix_2002,52,121,52,51,hyundai,matrix,2002,hyundai_matrix,8,0,902,899
jaguar_xk8_2001,122,210,122,119,jaguar,xk8,2001,jaguar_xk8,1,0,122,122
bmw_740_2011,72,204,72,71,bmw,740,2011,bmw_740,10,0,854,844
hyundai_accent_2007,154,301,152,149,hyundai,accent,2007,hyundai_accent,2,0,243,240
bmw_528_2016,71,180,70,69,bmw,528,2016,bmw_528,7,0,652,643
volkswagen_t5_2009,95,209,95,94,volkswagen,t5,2009,volkswagen_t5,13,0,1229,1201
mercedes-benz_b-170_2008,129,283,129,125,mercedes-benz,b-170,2008,mercedes-benz_b-170,6,0,657,652
mazda_mx-5_2011,154,265,153,143,mazda,mx-5,2011,mazda_mx-5,18,0,2864,2800
peugeot_206_2008,171,393,168,163,peugeot,206,2008,peugeot_206,13,0,1916,1891
mitsubishi_space-star_2001,162,334,161,159,mitsubishi,space-star,2001,mitsubishi_space-star,18,7,1383,1372
renault_trafic_2015,112,284,112,111,renault,trafic,2015,renault_trafic,16,0,1878,1845
daewoo_matiz_2002,131,264,127,118,daewoo,matiz,2002,daewoo_matiz,5,0,567,561
volkswagen_golf-gti_2006,141,303,139,131,volkswagen,golf-gti,2006,volkswagen_golf-gti,18,0,2393,2336
ds-automobiles_ds-4_2012,103,233,103,101,ds-automobiles,ds-4,2012,ds-automobiles_ds-4,7,0,676,667
lexus_ct-200h_2011,118,269,117,116,lexus,ct-200h,2011,lexus_ct-200h,8,0,783,774
mercedes-benz_atego_2015,60,200,49,30,mercedes-benz,atego,2015,mercedes-benz_atego,3,0,228,206
volkswagen_t5-kombi_2007,93,201,93,93,volkswagen,t5-kombi,2007,volkswagen_t5-kombi,12,0,1043,1032
citroen_c4-picasso_2017,103,270,100,97,citroen,c4-picasso,2017,citroen_c4-picasso,12,0,1412,1394
jeep_cherokee_2016,107,238,107,105,jeep,cherokee,2016,jeep_cherokee,18,1,1769,1738
mercedes-benz_e-240_2001,86,197,85,83,mercedes-benz,e-240,2001,mercedes-benz_e-240,5,0,607,602
dodge_ram_2005,110,208,108,104,dodge,ram,2005,dodge_ram,16,0,2077,2025
mercedes-benz_a-250_2016,95,235,91,83,mercedes-benz,a-250,2016,mercedes-benz_a-250,6,0,676,656
fiat_ulysse_2006,116,238,116,114,fiat,ulysse,2006,fiat_ulysse,8,1,722,714
kia_rio_2017,121,279,121,119,kia,rio,2017,kia_rio,17,0,1962,1936
renault_twingo_2013,164,383,162,159,renault,twingo,2013,renault_twingo,18,0,2417,2378
honda_civic_2009,187,404,183,178,honda,civic,2009,honda_civic,18,0,2569,2507
ford_tourneo-connect_2015,165,403,165,154,ford,tourneo-connect,2015,ford_tourneo-connect,11,2,840,828
jeep_grand-cherokee_2005,89,224,87,86,jeep,grand-cherokee,2005,jeep_grand-cherokee,18,0,1980,1949
toyota_corolla_2009,78,166,78,76,toyota,corolla,2009,toyota_corolla,10,0,1201,1191
fiat_multipla_2006,111,274,110,105,fiat,multipla,2006,fiat_multipla,11,0,1149,1129
daihatsu_sirion_2006,113,235,111,107,daihatsu,sirion,2006,daihatsu_sirion,6,0,674,664
ds-automobiles_ds-5_2015,137,374,131,129,ds-automobiles,ds-5,2015,ds-automobiles_ds-5,7,0,803,792
bmw_225_2016,95,231,94,91,bmw,225,2016,bmw_225,4,0,404,400
volkswagen_sharan_2013,81,230,79,79,volkswagen,sharan,2013,volkswagen_sharan,18,0,2091,2055
renault_wind_2011,110,233,109,103,renault,wind,2011,renault_wind,2,0,179,176
renault_megane_2004,174,375,172,166,renault,megane,2004,renault_megane,18,0,2633,2596
kia_cee'd_2007,98,230,97,95,kia,cee'd,2007,kia_cee'd,12,0,1391,1375
ssangyong_actyon_2010,66,185,66,64,ssangyong,actyon,2010,ssangyong_actyon,3,0,220,220
mercedes-benz_c-220_2017,122,286,121,117,mercedes-benz,c-220,2017,mercedes-benz_c-220,18,0,2673,2631
mercedes-benz_e-400_2017,103,244,97,95,mercedes-benz,e-400,2017,mercedes-benz_e-400,5,0,516,496
smart_forfour_2016,100,256,100,96,smart,forfour,2016,smart_forfour,15,6,951,933
bmw_m3_2001,119,253,115,109,bmw,m3,2001,bmw_m3,18,1,1834,1777
volkswagen_sharan_2005,188,400,183,176,volkswagen,sharan,2005,volkswagen_sharan,18,0,2091,2055
volkswagen_polo-gti_2012,112,237,109,105,volkswagen,polo-gti,2012,volkswagen_polo-gti,8,1,648,627
fiat_croma_2009,91,215,89,85,fiat,croma,2009,fiat_croma,7,0,705,692
bmw_316_2005,109,231,107,103,bmw,316,2005,bmw_316,18,2,1780,1744
kia_stinger_2017,95,241,95,95,kia,stinger,2017,kia_stinger,2,0,187,185
ford_mondeo_2003,184,363,180,170,ford,mondeo,2003,ford_mondeo,18,0,2086,2064
fiat_scudo_2012,79,200,79,74,fiat,scudo,2012,fiat_scudo,16,1,1688,1667
bmw_z4_2005,236,413,227,216,bmw,z4,2005,bmw_z4,15,1,1987,1939
seat_mii_2012,96,208,94,93,seat,mii,2012,seat_mii,7,0,621,605
volkswagen_beetle_2012,100,234,98,92,volkswagen,beetle,2012,volkswagen_beetle,18,7,1025,1002
mercedes-benz_amg-gt_2018,113,254,105,92,mercedes-benz,amg-gt,2018,mercedes-benz_amg-gt,4,0,544,518
opel_corsa_2007,180,381,177,170,opel,corsa,2007,opel_corsa,18,0,2789,2761
caravans-wohnm_others_2016,77,222,73,68,caravans-wohnm,others,2016,caravans-wohnm_others,7,0,592,564
bmw_x4_2017,90,268,88,85,bmw,x4,2017,bmw_x4,5,0,577,571
opel_zafira_2012,190,469,190,188,opel,zafira,2012,opel_zafira,18,0,2137,2116
seat_toledo_2016,77,226,74,74,seat,toledo,2016,seat_toledo,18,6,1280,1258
mini_cooper-sd_2013,166,430,161,160,mini,cooper-sd,2013,mini_cooper-sd,8,0,873,853
mercedes-benz_slk-280_2006,130,231,129,126,mercedes-benz,slk-280,2006,mercedes-benz_slk-280,2,0,221,219
bmw_z4_2010,130,227,126,118,bmw,z4,2010,bmw_z4,15,1,1987,1939
ford_focus_2012,98,217,96,95,ford,focus,2012,ford_focus,18,0,2346,2309
toyota_prius_2008,98,244,97,95,toyota,prius,2008,toyota_prius,13,0,1405,1381
bmw_320_2006,102,201,99,90,bmw,320,2006,bmw_320,18,0,2405,2353
fiat_croma_2010,94,212,94,92,fiat,croma,2010,fiat_croma,7,0,705,692
bmw_425_2017,114,271,112,107,bmw,425,2017,bmw_425,4,0,400,395
mercedes-benz_b-180_2011,89,243,88,85,mercedes-benz,b-180,2011,mercedes-benz_b-180,14,0,1822,1795
mercedes-benz_e-300_2015,141,270,139,133,mercedes-benz,e-300,2015,mercedes-benz_e-300,9,0,1016,992
citroen_c-crosser_2009,192,403,190,183,citroen,c-crosser,2009,citroen_c-crosser,5,0,599,594
citroen_c3-picasso_2011,146,414,146,142,citroen,c3-picasso,2011,citroen_c3-picasso,10,0,1088,1075
mini_cooper_2007,101,201,100,95,mini,cooper,2007,mini_cooper,18,0,2601,2552
mercedes-benz_slk-350_2004,112,207,112,110,mercedes-benz,slk-350,2004,mercedes-benz_slk-350,3,0,314,312
ford_focus_2007,223,375,218,212,ford,focus,2007,ford_focus,18,0,2346,2309
ssangyong_rexton_2004,76,162,75,74,ssangyong,rexton,2004,ssangyong_rexton,15,5,1281,1259
mercedes-benz_ml-320_2001,60,127,60,59,mercedes-benz,ml-320,2001,mercedes-benz_ml-320,10,2,798,793
infiniti_qx30_2018,101,246,101,97,infiniti,qx30,2018,infiniti_qx30,3,0,313,313
hyundai_h-1_2009,86,241,80,78,hyundai,h-1,2009,hyundai_h-1,10,5,447,433
renault_modus_2007,105,246,103,100,renault,modus,2007,renault_modus,10,0,1076,1062
volkswagen_polo_2005,198,432,195,188,volkswagen,polo,2005,volkswagen_polo,18,0,2069,2043
mercedes-benz_c-240_2002,99,187,96,95,mercedes-benz,c-240,2002,mercedes-benz_c-240,3,0,369,360
fiat_scudo_2015,97,230,95,95,fiat,scudo,2015,fiat_scudo,16,1,1688,1667
volkswagen_passat_2006,93,201,93,90,volkswagen,passat,2006,volkswagen_passat,18,0,2009,1979
peugeot_508_2015,144,343,144,139,peugeot,508,2015,peugeot_508,8,0,891,884
opel_zafira-tourer_2016,88,210,86,84,opel,zafira-tourer,2016,opel_zafira-tourer,7,0,640,632
ford_transit-custom_2014,138,348,136,132,ford,transit-custom,2014,ford_transit-custom,6,0,624,606
lancia_delta_2014,99,242,95,92,lancia,delta,2014,lancia_delta,8,0,797,775
bmw_118_2012,83,208,80,76,bmw,118,2012,bmw_118,15,0,1928,1900
mini_one_2015,135,356,130,124,mini,one,2015,mini_one,18,0,2234,2205
peugeot_rcz_2011,179,364,175,170,peugeot,rcz,2011,peugeot_rcz,7,0,820,802
nissan_micra_2006,187,388,186,179,nissan,micra,2006,nissan_micra,18,0,2167,2149
nissan_murano_2012,111,253,110,106,nissan,murano,2012,nissan_murano,10,0,931,921
fiat_500c_2014,114,221,113,108,fiat,500c,2014,fiat_500c,10,0,1268,1238
bmw_335_2018,51,118,50,49,bmw,335,2018,bmw_335,13,0,1583,1557
volkswagen_new-beetle_2001,95,201,93,87,volkswagen,new-beetle,2001,volkswagen_new-beetle,13,1,1820,1770
volkswagen_phaeton_2013,146,442,142,136,volkswagen,phaeton,2013,volkswagen_phaeton,14,0,1320,1297
jeep_grand-cherokee_2007,104,203,101,99,jeep,grand-cherokee,2007,jeep_grand-cherokee,18,0,1980,1949
nissan_x-trail_2010,125,298,124,124,nissan,x-trail,2010,nissan_x-trail,17,0,1930,1918
mercedes-benz_slk-200_2012,90,229,86,82,mercedes-benz,slk-200,2012,mercedes-benz_slk-200,15,0,2178,2119
peugeot_607_2004,62,117,61,59,peugeot,607,2004,peugeot_607,8,0,716,700
mini_one_2009,191,409,191,190,mini,one,2009,mini_one,18,0,2234,2205
volkswagen_t5_2007,77,213,74,72,volkswagen,t5,2007,volkswagen_t5,13,0,1229,1201
bmw_114_2016,160,435,155,149,bmw,114,2016,bmw_114,7,0,801,783
audi_q7_2007,99,223,99,94,audi,q7,2007,audi_q7,13,0,1298,1281
chevrolet_captiva_2012,169,408,165,157,chevrolet,captiva,2012,chevrolet_captiva,9,0,1016,1004
mercedes-benz_slk-200_2004,233,457,226,217,mercedes-benz,slk-200,2004,mercedes-benz_slk-200,15,0,2178,2119
mercedes-benz_s-350_2010,107,287,103,96,mercedes-benz,s-350,2010,mercedes-benz_s-350,14,0,1350,1318
dodge_ram_2016,211,457,202,196,dodge,ram,2016,dodge_ram,16,0,2077,2025
porsche_911_2005,142,239,141,132,porsche,911,2005,porsche_911,18,0,2167,2106
mercedes-benz_glk-200_2012,89,220,88,86,mercedes-benz,glk-200,2012,mercedes-benz_glk-200,5,0,501,495
mazda_3_2005,87,209,86,82,mazda,3,2005,mazda_3,15,0,1690,1665
lancia_delta_2012,77,211,77,76,lancia,delta,2012,lancia_delta,8,0,797,775
saab_9-3_2009,143,255,136,130,saab,9-3,2009,saab_9-3,12,0,1486,1453
mercedes-benz_c-180_2002,185,381,183,181,mercedes-benz,c-180,2002,mercedes-benz_c-180,18,0,2154,2127
fiat_panda_2004,151,351,151,150,fiat,panda,2004,fiat_panda,18,0,2587,2561
ford_focus_2015,90,248,88,88,ford,focus,2015,ford_focus,18,0,2346,2309
opel_insignia_2009,194,402,193,188,opel,insignia,2009,opel_insignia,10,0,1086,1073
audi_tt_2002,115,219,114,110,audi,tt,2002,audi_tt,18,0,2359,2315
audi_a8_2014,96,294,95,93,audi,a8,2014,audi_a8,18,1,1796,1769
kia_cerato_2007,87,161,86,84,kia,cerato,2007,kia_cerato,3,0,355,350
volkswagen_cc_2014,100,252,96,92,volkswagen,cc,2014,volkswagen_cc,6,0,601,590
seat_alhambra_2002,162,314,162,154,seat,alhambra,2002,seat_alhambra,18,0,1790,1782
volkswagen_t6-transporter_2016,122,281,118,118,volkswagen,t6-transporter,2016,volkswagen_t6-transporter,4,0,490,478
subaru_justy_2010,89,187,89,84,subaru,justy,2010,subaru_justy,3,0,277,275
opel_vivaro_2015,103,257,102,99,opel,vivaro,2015,opel_vivaro,16,0,1726,1682
opel_signum_2004,157,369,154,152,opel,signum,2004,opel_signum,6,0,774,764
jaguar_xkr_2001,126,278,119,112,jaguar,xkr,2001,jaguar_xkr,8,4,472,463
renault_grand-modus_2008,87,220,86,85,renault,grand-modus,2008,renault_grand-modus,6,0,594,591
audi_r8_2008,127,248,120,112,audi,r8,2008,audi_r8,12,0,1448,1404
opel_tigra_2006,215,379,212,208,opel,tigra,2006,opel_tigra,7,0,1086,1071
jeep_cherokee_2012,40,107,39,37,jeep,cherokee,2012,jeep_cherokee,18,1,1769,1738
skoda_fabia_2004,118,228,118,117,skoda,fabia,2004,skoda_fabia,18,0,1894,1874
opel_vectra_2007,121,224,120,115,opel,vectra,2007,opel_vectra,9,0,1274,1259
opel_corsa_2005,199,412,199,193,opel,corsa,2005,opel_corsa,18,0,2789,2761
hyundai_ix20_2014,115,241,114,110,hyundai,ix20,2014,hyundai_ix20,8,0,765,762
kia_carnival_2009,93,229,93,92,kia,carnival,2009,kia_carnival,7,0,849,839
mercedes-benz_e-200_2005,107,224,106,101,mercedes-benz,e-200,2005,mercedes-benz_e-200,18,0,2097,2062
land-rover_range-rover_2003,106,221,104,101,land-rover,range-rover,2003,land-rover_range-rover,18,0,1849,1800
mercedes-benz_sl-350_2014,126,275,125,121,mercedes-benz,sl-350,2014,mercedes-benz_sl-350,12,1,1487,1465
volkswagen_golf-plus_2010,108,238,107,103,volkswagen,golf-plus,2010,volkswagen_golf-plus,11,0,1155,1143
mini_cooper-s-countryman_2012,97,241,97,94,mini,cooper-s-countryman,2012,mini_cooper-s-countryman,9,0,993,972
mercedes-benz_sl-320_2001,83,155,83,79,mercedes-benz,sl-320,2001,mercedes-benz_sl-320,1,0,83,83
bmw_440_2017,92,216,92,90,bmw,440,2017,bmw_440,3,0,286,284
ferrari_f430_2008,130,235,124,116,ferrari,f430,2008,ferrari_f430,6,0,700,673
volkswagen_passat_2017,89,247,88,82,volkswagen,passat,2017,volkswagen_passat,18,0,2009,1979
mercedes-benz_glc-43-amg_2018,88,256,86,84,mercedes-benz,glc-43-amg,2018,mercedes-benz_glc-43-amg,2,0,204,201
hyundai_kona_2018,157,361,155,152,hyundai,kona,2018,hyundai_kona,2,0,262,260
mercedes-benz_cls-350_2011,111,252,109,104,mercedes-benz,cls-350,2011,mercedes-benz_cls-350,14,0,1589,1568
mercedes-benz_s-350_2006,82,225,81,80,mercedes-benz,s-350,2006,mercedes-benz_s-350,14,0,1350,1318
mercedes-benz_cla-250_2014,85,213,82,79,mercedes-benz,cla-250,2014,mercedes-benz_cla-250,5,0,492,475
citroen_c3_2002,143,336,142,140,citroen,c3,2002,citroen_c3,17,0,2272,2249
bmw_525_2005,110,223,108,102,bmw,525,2005,bmw_525,18,0,1912,1883
mitsubishi_outlander_2007,91,206,91,87,mitsubishi,outlander,2007,mitsubishi_outlander,15,0,1426,1409
maserati_levante_2018,102,247,101,100,maserati,levante,2018,maserati_levante,3,0,305,297
volkswagen_polo-cross_2015,89,220,88,84,volkswagen,polo-cross,2015,volkswagen_polo-cross,11,1,927,917
volkswagen_arteon_2017,81,279,79,75,volkswagen,arteon,2017,volkswagen_arteon,2,0,171,167
bentley_continental_2010,127,295,123,112,bentley,continental,2010,bentley_continental,15,0,1830,1783
bmw_330_2014,86,250,85,83,bmw,330,2014,bmw_330,18,0,2567,2518
land-rover_defender_2005,90,204,84,69,land-rover,defender,2005,land-rover_defender,17,0,1800,1702
